report_date,load_type,load_time,dropoff_site,load_weight
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,ONION CREEK,
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,ONION CREEK,
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,ONION CREEK,
2021-01-01,SWEEPING,2021-01-01 12:00:00.000000 UTC,ONION CREEK,
2021-01-02,TIRES,2021-01-02 09:24:00.000000 UTC,MRF,1640.0
2021-01-02,TIRES,2021-01-02 11:47:00.000000 UTC,MRF,940.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:00:00.000000 UTC,TDS - MRF,320.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 09:02:00.000000 UTC,TDS - MRF,520.0
2021-01-02,SWEEPING,2021-01-02 12:00:00.000000 UTC,ONION CREEK,
2021-01-02,SWEEPING,2021-01-02 12:00:00.000000 UTC,ONION CREEK,
2021-01-02,SWEEPING,2021-01-02 12:00:00.000000 UTC,ONION CREEK,
2021-01-02,YARD TRIMMING,2021-01-02 05:44:00.000000 UTC,HORNSBY BEND,17660.0
2021-01-02,YARD TRIMMING,2021-01-02 12:04:00.000000 UTC,HORNSBY BEND,18220.0
2021-01-02,YARD TRIMMING,2021-01-02 05:45:00.000000 UTC,HORNSBY BEND,7400.0
2021-01-02,YARD TRIMMING,2021-01-02 02:05:00.000000 UTC,HORNSBY BEND,17880.0
2021-01-02,YARD TRIMMING,2021-01-02 01:02:00.000000 UTC,HORNSBY BEND,17660.0
2021-01-02,BULK,2021-01-02 02:16:00.000000 UTC,TDS LANDFILL,12480.0
2021-01-02,BULK,2021-01-02 12:25:00.000000 UTC,TDS LANDFILL,10200.0
2021-01-02,BULK,2021-01-02 02:13:00.000000 UTC,TDS LANDFILL,5440.0
2021-01-02,DEAD ANIMAL,2021-01-02 04:27:00.000000 UTC,TDS LANDFILL,140.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:44:00.000000 UTC,TDS LANDFILL,24580.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:00:00.000000 UTC,TDS LANDFILL,13020.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:34:00.000000 UTC,TDS LANDFILL,17340.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:19:00.000000 UTC,TDS LANDFILL,19300.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 10:24:00.000000 UTC,TDS LANDFILL,22500.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:44:00.000000 UTC,TDS LANDFILL,15840.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:03:00.000000 UTC,TDS LANDFILL,24560.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:40:00.000000 UTC,TDS LANDFILL,17580.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:02:00.000000 UTC,TDS LANDFILL,8420.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 11:13:00.000000 UTC,TDS LANDFILL,12380.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:20:00.000000 UTC,TDS LANDFILL,8400.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:40:00.000000 UTC,TDS LANDFILL,19660.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:00:00.000000 UTC,TDS LANDFILL,11940.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:00:00.000000 UTC,TDS LANDFILL,12780.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:05:00.000000 UTC,TDS LANDFILL,9860.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:00:00.000000 UTC,TDS LANDFILL,10580.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:55:00.000000 UTC,TDS LANDFILL,21300.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:56:00.000000 UTC,TDS LANDFILL,17160.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:42:00.000000 UTC,TDS LANDFILL,15240.0
2021-01-02,MIXED LITTER,2021-01-02 08:47:00.000000 UTC,TDS LANDFILL,4540.0
2021-01-02,MIXED LITTER,2021-01-02 11:34:00.000000 UTC,TDS LANDFILL,6620.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:24:00.000000 UTC,TDS LANDFILL,20260.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:18:00.000000 UTC,TDS LANDFILL,21440.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-04 08:08:00.000000 UTC,TDS LANDFILL,25340.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:45:00.000000 UTC,TDS LANDFILL,17640.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 08:40:00.000000 UTC,TDS LANDFILL,22640.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:46:00.000000 UTC,TDS LANDFILL,11560.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:14:00.000000 UTC,TDS LANDFILL,15960.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:04:00.000000 UTC,TDS LANDFILL,26540.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:41:00.000000 UTC,TDS LANDFILL,24600.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:31:00.000000 UTC,TDS LANDFILL,31620.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:52:00.000000 UTC,TDS LANDFILL,21720.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:47:00.000000 UTC,TDS LANDFILL,24820.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:52:00.000000 UTC,TDS LANDFILL,25300.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 11:54:00.000000 UTC,TDS LANDFILL,9280.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:29:00.000000 UTC,TDS LANDFILL,23840.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:49:00.000000 UTC,TDS LANDFILL,23880.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:28:00.000000 UTC,TDS LANDFILL,28480.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:52:00.000000 UTC,TDS LANDFILL,27480.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:06:00.000000 UTC,TDS LANDFILL,21800.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:06:00.000000 UTC,TDS LANDFILL,9700.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:30:00.000000 UTC,TDS LANDFILL,21660.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 09:15:00.000000 UTC,TDS LANDFILL,11340.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:45:00.000000 UTC,TDS LANDFILL,21340.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:30:00.000000 UTC,TDS LANDFILL,6540.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 12:00:00.000000 UTC,TDS LANDFILL,18560.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 04:00:00.000000 UTC,TDS LANDFILL,19300.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 01:30:00.000000 UTC,TDS LANDFILL,17540.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:15:00.000000 UTC,TDS LANDFILL,9920.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:37:00.000000 UTC,TDS LANDFILL,23720.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:51:00.000000 UTC,TDS LANDFILL,23160.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:05:00.000000 UTC,TDS LANDFILL,25940.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 03:40:00.000000 UTC,TDS LANDFILL,21060.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 02:11:00.000000 UTC,TDS LANDFILL,3300.0
2021-01-02,GARBAGE COLLECTIONS,2021-01-02 11:27:00.000000 UTC,TDS LANDFILL,10200.0
2021-01-02,ORGANICS,2021-01-04 07:37:00.000000 UTC,ORGANICS BY GOSH,15800.0
2021-01-02,ORGANICS,2021-01-02 07:40:00.000000 UTC,ORGANICS BY GOSH,20760.0
2021-01-02,ORGANICS,2021-01-02 04:46:00.000000 UTC,ORGANICS BY GOSH,14450.0
2021-01-02,ORGANICS,2021-01-04 08:48:00.000000 UTC,ORGANICS BY GOSH,5980.0
2021-01-02,ORGANICS,2021-01-02 01:30:00.000000 UTC,ORGANICS BY GOSH,19540.0
2021-01-02,ORGANICS,2021-01-04 07:34:00.000000 UTC,ORGANICS BY GOSH,13160.0
2021-01-02,ORGANICS,2021-01-04 09:00:00.000000 UTC,ORGANICS BY GOSH,15520.0
2021-01-02,ORGANICS,2021-01-02 10:29:00.000000 UTC,ORGANICS BY GOSH,20700.0
2021-01-02,ORGANICS,2021-01-04 08:42:00.000000 UTC,ORGANICS BY GOSH,16400.0
2021-01-02,ORGANICS,2021-01-02 11:29:00.000000 UTC,ORGANICS BY GOSH,17520.0
2021-01-02,ORGANICS,2021-01-04 07:02:00.000000 UTC,ORGANICS BY GOSH,16040.0
2021-01-02,ORGANICS,2021-01-02 01:56:00.000000 UTC,ORGANICS BY GOSH,7820.0
2021-01-02,ORGANICS,2021-01-05 09:19:00.000000 UTC,ORGANICS BY GOSH,13800.0
2021-01-02,ORGANICS,2021-01-02 10:26:00.000000 UTC,ORGANICS BY GOSH,22120.0
2021-01-02,ORGANICS,2021-01-02 03:25:00.000000 UTC,ORGANICS BY GOSH,16800.0
2021-01-02,ORGANICS,2021-01-04 07:20:00.000000 UTC,ORGANICS BY GOSH,6200.0
2021-01-02,ORGANICS,2021-01-04 06:56:00.000000 UTC,ORGANICS BY GOSH,20680.0
2021-01-02,ORGANICS,2021-01-02 01:11:00.000000 UTC,ORGANICS BY GOSH,17320.0
2021-01-02,ORGANICS,2021-01-04 07:24:00.000000 UTC,ORGANICS BY GOSH,21440.0
2021-01-02,ORGANICS,2021-01-02 11:08:00.000000 UTC,ORGANICS BY GOSH,20560.0
2021-01-02,ORGANICS,2021-01-02 02:59:00.000000 UTC,ORGANICS BY GOSH,21940.0
2021-01-02,ORGANICS,2021-01-02 11:54:00.000000 UTC,ORGANICS BY GOSH,7680.0
2021-01-02,ORGANICS,2021-01-08 07:21:00.000000 UTC,ORGANICS BY GOSH,7040.0
2021-01-02,ORGANICS,2021-01-04 07:10:00.000000 UTC,ORGANICS BY GOSH,22660.0
2021-01-02,ORGANICS,2021-01-04 07:28:00.000000 UTC,ORGANICS BY GOSH,7720.0
2021-01-02,ORGANICS,2021-01-02 01:14:00.000000 UTC,ORGANICS BY GOSH,7680.0
2021-01-02,ORGANICS,2021-01-04 07:00:00.000000 UTC,ORGANICS BY GOSH,20340.0
2021-01-02,ORGANICS,2021-01-04 07:23:00.000000 UTC,ORGANICS BY GOSH,15100.0
2021-01-02,ORGANICS,2021-01-02 09:51:00.000000 UTC,ORGANICS BY GOSH,16760.0
2021-01-02,ORGANICS,2021-01-04 07:04:00.000000 UTC,ORGANICS BY GOSH,8460.0
2021-01-02,ORGANICS,2021-01-02 03:40:00.000000 UTC,ORGANICS BY GOSH,21680.0
2021-01-02,ORGANICS,2021-01-02 05:02:00.000000 UTC,ORGANICS BY GOSH,6480.0
2021-01-02,ORGANICS,2021-01-02 09:36:00.000000 UTC,ORGANICS BY GOSH,11680.0
2021-01-02,ORGANICS,2021-01-02 11:46:00.000000 UTC,ORGANICS BY GOSH,13560.0
2021-01-02,ORGANICS,2021-01-02 02:51:00.000000 UTC,ORGANICS BY GOSH,9360.0
2021-01-02,ORGANICS,2021-01-04 07:57:00.000000 UTC,ORGANICS BY GOSH,2700.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:22:00.000000 UTC,BALCONES RECYCLING,8760.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:45:00.000000 UTC,BALCONES RECYCLING,8500.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:55:00.000000 UTC,BALCONES RECYCLING,5020.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:48:00.000000 UTC,BALCONES RECYCLING,4440.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 09:58:00.000000 UTC,BALCONES RECYCLING,8660.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:45:00.000000 UTC,BALCONES RECYCLING,6740.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:00:00.000000 UTC,BALCONES RECYCLING,10840.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:00:00.000000 UTC,BALCONES RECYCLING,6520.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:00:00.000000 UTC,BALCONES RECYCLING,10360.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:30:00.000000 UTC,BALCONES RECYCLING,18380.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:44:00.000000 UTC,BALCONES RECYCLING,8620.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:00:00.000000 UTC,BALCONES RECYCLING,9640.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:57:00.000000 UTC,BALCONES RECYCLING,20980.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:12:00.000000 UTC,BALCONES RECYCLING,13680.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:00:00.000000 UTC,BALCONES RECYCLING,17880.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:53:00.000000 UTC,BALCONES RECYCLING,18020.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:28:00.000000 UTC,BALCONES RECYCLING,4620.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:06:00.000000 UTC,BALCONES RECYCLING,6680.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:35:00.000000 UTC,BALCONES RECYCLING,16360.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:54:00.000000 UTC,BALCONES RECYCLING,12720.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:49:00.000000 UTC,BALCONES RECYCLING,16540.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:27:00.000000 UTC,BALCONES RECYCLING,10540.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 09:59:00.000000 UTC,BALCONES RECYCLING,12920.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:18:00.000000 UTC,BALCONES RECYCLING,4460.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:37:00.000000 UTC,BALCONES RECYCLING,6000.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:47:00.000000 UTC,BALCONES RECYCLING,13140.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:07:00.000000 UTC,BALCONES RECYCLING,12900.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:10:00.000000 UTC,BALCONES RECYCLING,12700.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:02:00.000000 UTC,BALCONES RECYCLING,8360.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:40:00.000000 UTC,BALCONES RECYCLING,13160.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:35:00.000000 UTC,BALCONES RECYCLING,2740.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:05:00.000000 UTC,BALCONES RECYCLING,4900.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 11:07:00.000000 UTC,BALCONES RECYCLING,12640.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 09:21:00.000000 UTC,BALCONES RECYCLING,10860.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 09:40:00.000000 UTC,BALCONES RECYCLING,12720.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:20:00.000000 UTC,BALCONES RECYCLING,7640.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:06:00.000000 UTC,BALCONES RECYCLING,9740.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:02:00.000000 UTC,BALCONES RECYCLING,15260.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:15:00.000000 UTC,BALCONES RECYCLING,5660.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 01:10:00.000000 UTC,BALCONES RECYCLING,16600.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 08:26:00.000000 UTC,BALCONES RECYCLING,12160.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:34:00.000000 UTC,BALCONES RECYCLING,12560.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 12:26:00.000000 UTC,BALCONES RECYCLING,6720.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:00:00.000000 UTC,BALCONES RECYCLING,10800.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:00:00.000000 UTC,BALCONES RECYCLING,5360.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 09:41:00.000000 UTC,BALCONES RECYCLING,11940.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:08:00.000000 UTC,BALCONES RECYCLING,14320.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:00:00.000000 UTC,BALCONES RECYCLING,10720.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:00:00.000000 UTC,BALCONES RECYCLING,7300.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:00:00.000000 UTC,BALCONES RECYCLING,12520.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:00:00.000000 UTC,BALCONES RECYCLING,9080.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 02:00:00.000000 UTC,BALCONES RECYCLING,4740.0
2021-01-02,RECYCLING - SINGLE STREAM,2021-01-02 10:00:00.000000 UTC,BALCONES RECYCLING,9980.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:08:00.000000 UTC,TDS - MRF,5820.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 12:43:00.000000 UTC,TDS - MRF,1640.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 12:21:00.000000 UTC,TDS - MRF,5420.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:43:00.000000 UTC,TDS - MRF,5360.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 06:30:00.000000 UTC,TDS - MRF,5940.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 12:23:00.000000 UTC,TDS - MRF,1700.0
2021-01-04,GARBAGE COLLECTIONS,2021-01-04 03:42:00.000000 UTC,TDS - MRF,12760.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 07:19:00.000000 UTC,TDS - MRF,9840.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:32:00.000000 UTC,TDS - MRF,6800.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:55:00.000000 UTC,TDS - MRF,13220.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 12:58:00.000000 UTC,TDS - MRF,11740.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:46:00.000000 UTC,TDS - MRF,11140.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:14:00.000000 UTC,TDS - MRF,10520.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 02:00:00.000000 UTC,TDS - MRF,1060.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 12:00:00.000000 UTC,TDS - MRF,7480.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 02:00:00.000000 UTC,TDS - MRF,4580.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:00:00.000000 UTC,TDS - MRF,16560.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 01:45:00.000000 UTC,TDS - MRF,18000.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 02:45:00.000000 UTC,TDS - MRF,8340.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:00:00.000000 UTC,TDS - MRF,16200.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:51:00.000000 UTC,TDS - MRF,11100.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:41:00.000000 UTC,TDS - MRF,10800.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:19:00.000000 UTC,TDS - MRF,9940.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 05:30:00.000000 UTC,TDS - MRF,11660.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:39:00.000000 UTC,TDS - MRF,12460.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:12:00.000000 UTC,TDS - MRF,11320.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 05:04:00.000000 UTC,TDS - MRF,13280.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:47:00.000000 UTC,TDS - MRF,11220.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:20:00.000000 UTC,TDS - MRF,11720.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:07:00.000000 UTC,TDS - MRF,7680.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:46:00.000000 UTC,TDS - MRF,12880.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:09:00.000000 UTC,TDS - MRF,10100.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:00:00.000000 UTC,TDS - MRF,11160.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:37:00.000000 UTC,TDS - MRF,10000.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:02:00.000000 UTC,TDS - MRF,10380.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:03:00.000000 UTC,TDS - MRF,11540.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:28:00.000000 UTC,TDS - MRF,13400.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:14:00.000000 UTC,TDS - MRF,11420.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:39:00.000000 UTC,TDS - MRF,10300.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 02:36:00.000000 UTC,TDS - MRF,9000.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 02:47:00.000000 UTC,TDS - MRF,9940.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:10:00.000000 UTC,TDS - MRF,13440.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 02:30:00.000000 UTC,TDS - MRF,11860.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 09:51:00.000000 UTC,TDS - MRF,12080.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:00:00.000000 UTC,TDS - MRF,11900.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:21:00.000000 UTC,TDS - MRF,13100.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 11:22:00.000000 UTC,TDS - MRF,11360.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 04:32:00.000000 UTC,TDS - MRF,10940.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:46:00.000000 UTC,TDS - MRF,12420.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:24:00.000000 UTC,TDS - MRF,11660.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:44:00.000000 UTC,TDS - MRF,12040.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:01:00.000000 UTC,TDS - MRF,10980.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 10:16:00.000000 UTC,TDS - MRF,10680.0
2021-01-04,RECYCLING - SINGLE STREAM,2021-01-04 03:30:00.000000 UTC,TDS - MRF,11840.0
2021-01-04,BRUSH,2021-01-04 03:13:00.000000 UTC,HORNSBY BEND,3700.0
2021-01-04,BRUSH,2021-01-04 12:01:00.000000 UTC,HORNSBY BEND,7140.0
2021-01-04,BRUSH,2021-01-04 03:34:00.000000 UTC,HORNSBY BEND,4640.0
2021-01-04,BRUSH,2021-01-04 01:21:00.000000 UTC,HORNSBY BEND,7000.0
2021-01-04,BRUSH,2021-01-04 03:16:00.000000 UTC,HORNSBY BEND,8160.0
2021-01-04,BRUSH,2021-01-04 08:18:00.000000 UTC,HORNSBY BEND,9440.0
2021-01-04,BRUSH,2021-01-04 03:00:00.000000 UTC,HORNSBY BEND,3260.0
2021-01-04,YARD TRIMMING,2021-01-04 09:57:00.000000 UTC,HORNSBY BEND,14540.0
2021-01-04,YARD TRIMMING,2021-01-04 04:59:00.000000 UTC,HORNSBY BEND,17020.0
2021-01-04,YARD TRIMMING,2021-01-04 05:39:00.000000 UTC,HORNSBY BEND,18080.0
2021-01-04,YARD TRIMMING,2021-01-04 11:07:00.000000 UTC,HORNSBY BEND,13120.0
2021-01-04,YARD TRIMMING,2021-01-04 04:55:00.000000 UTC,HORNSBY BEND,15980.0
2021-01-04,YARD TRIMMING,2021-01-04 11:56:00.000000 UTC,HORNSBY BEND,16240.0
2021-01-04,YARD TRIMMING,2021-01-04 01:12:00.000000 UTC,HORNSBY BEND,11060.0
2021-01-04,YARD TRIMMING,2021-01-04 10:27:00.000000 UTC,HORNSBY BEND,17120.0
2021-01-04,YARD TRIMMING,2021-01-04 02:38:00.000000 UTC,HORNSBY BEND,14420.0
2021-01-04,BULK,2021-01-04 11:36:00.000000 UTC,TDS LANDFILL,11900.0
2021-01-04,BULK,2021-01-04 03:24:00.000000 UTC,TDS LANDFILL,6320.0
2021-01-04,BULK,2021-01-04 03:06:00.000000 UTC,TDS LANDFILL,4900.0
2021-01-04,BULK,2021-01-04 02:05:00.000000 UTC,TDS LANDFILL,11200.0
2021-01-04,BULK,2021-01-04 02:34:00.000000 UTC,TDS LANDFILL,11460.0
2021-01-04,BULK,2021-01-04 12:00:00.000000 UTC,TDS LANDFILL,12940.0
2021-01-04,BULK,2021-01-04 11:08:00.000000 UTC,TDS LANDFILL,4880.0
2021-01-04,BULK,2021-01-04 03:19:00.000000 UTC,TDS LANDFILL,7740.0
2021-01-04,BULK,2021-01-04 02:25:00.000000 UTC,TDS LANDFILL,7500.0
2021-01-04,BULK,2021-01-04 01:29:00.000000 UTC,TDS LANDFILL,8160.0
2021-01-04,BULK,2021-01-04 12:52:00.000000 UTC,TDS LANDFILL,11200.0
2021-01-04,BULK,2021-01-04 03:32:00.000000 UTC,TDS LANDFILL,10320.0
2021-01-04,BULK,2021-01-04 03:30:00.000000 UTC,TDS LANDFILL,4980.0
2021-01-04,BULK,2021-01-04 08:16:00.000000 UTC,TDS LANDFILL,1820.0
2021-01-04,DEAD ANIMAL,2021-01-04 08:10:00.000000 UTC,TDS LANDFILL,40.0
2021-01-04,DEAD ANIMAL,2021-01-04 02:34:00.000000 UTC,TDS LANDFILL,60.0
2021-01-04,GARBAGE COLLECTIONS,2021-01-04 02:21:00.000000 UTC,TDS LANDFILL,25340.0
2021-01-04,GARBAGE COLLECTIONS,2021-01-04 12:45:00.000000 UTC,TDS LANDFILL,26320.0
2021-01-04,GARBAGE COLLECTIONS,2021-01-04 01:35:00.000000 UTC,TDS LANDFILL,25140.0
